Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Arrangement (product.metafields.shopify.arrangement),Celebration type (product.metafields.shopify.celebration-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Fencing components (product.metafields.shopify.fencing-components),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Garland style (product.metafields.shopify.garland-style),Lighting options (product.metafields.shopify.lighting-options),Material (product.metafields.shopify.material),Material treatment (product.metafields.shopify.material-treatment),Plant container type (product.metafields.shopify.plant-container-type),Plant material (product.metafields.shopify.plant-material),Plant name (product.metafields.shopify.plant-name),Planter material (product.metafields.shopify.planter-material),Shape (product.metafields.shopify.shape),Stem length (product.metafields.shopify.stem-length),Suitable location (product.metafields.shopify.suitable-location),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.13PM.jpg?v=1778790886,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.14PM.jpg?v=1778790885,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.15PM_1.jpg?v=1778790885,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.15PM.jpg?v=1778790885,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.16PM_1.jpg?v=1778790885,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.16PM.jpg?v=1778790885,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.17PM.jpg?v=1778790885,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.18PM_1.jpg?v=1778790885,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.18PM.jpg?v=1778790885,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.19PM_1.jpg?v=1778790886,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.19PM.jpg?v=1778790885,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.20PM.jpg?v=1778790885,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.21PM_1.jpg?v=1778790885,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.21PM.jpg?v=1778790885,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.22PM.jpg?v=1778790885,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.24PM.jpg?v=1778790885,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.25PM_1.jpg?v=1778790885,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.25PM_2.jpg?v=1778790885,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.25PM.jpg?v=1778790885,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.26PM_1.jpg?v=1778790885,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.26PM_2.jpg?v=1778790885,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.26PM.jpg?v=1778790885,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.27PM_1.jpg?v=1778790885,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.27PM_2.jpg?v=1778790885,37,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.27PM.jpg?v=1778790885,38,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.28PM_1.jpg?v=1778790885,39,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.28PM_2.jpg?v=1778790885,40,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.28PM.jpg?v=1778790885,41,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.29PM_1.jpg?v=1778790885,42,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.29PM_2.jpg?v=1778790885,43,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.29PM.jpg?v=1778790885,44,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.30PM.jpg?v=1778790885,45,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,plant,"",Blossom Art Galleries,Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.48PM.jpg?v=1778790864,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.49PM_1.jpg?v=1778790864,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.49PM.jpg?v=1778790864,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.50PM.jpg?v=1778790864,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.51PM_1.jpg?v=1778790864,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.51PM_2.jpg?v=1778790864,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.51PM.jpg?v=1778790864,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.53PM.jpg?v=1778790864,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.54PM_1.jpg?v=1778790864,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.54PM_2.jpg?v=1778790864,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.54PM.jpg?v=1778790864,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.55PM_1.jpg?v=1778790864,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.55PM_2.jpg?v=1778790864,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.55PM_3.jpg?v=1778790864,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.55PM.jpg?v=1778790864,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.56PM_1.jpg?v=1778790864,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.56PM_2.jpg?v=1778790864,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.56PM.jpg?v=1778790864,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.57PM_1.jpg?v=1778790864,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.21.57PM.jpg?v=1778790864,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,t,"",Blossom Art Galleries,Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.21PM.jpg?v=1778790825,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.25PM.jpg?v=1778790825,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.27PM_1.jpg?v=1778790824,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.27PM.jpg?v=1778790825,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.28PM.jpg?v=1778790825,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.29PM.jpg?v=1778790825,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.30PM.jpg?v=1778790825,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.32PM_1.jpg?v=1778790825,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.32PM.jpg?v=1778790825,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.34PM_1.jpg?v=1778790825,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.34PM.jpg?v=1778790825,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.40PM_1.jpg?v=1778790825,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.40PM_2.jpg?v=1778790825,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.40PM.jpg?v=1778790825,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.41PM_1.jpg?v=1778790825,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.41PM_2.jpg?v=1778790825,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.41PM.jpg?v=1778790825,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.42PM_1.jpg?v=1778790825,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.42PM_2.jpg?v=1778790825,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.42PM.jpg?v=1778790825,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.43PM_1.jpg?v=1778790825,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.43PM_2.jpg?v=1778790825,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.43PM.jpg?v=1778790825,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.44PM_1.jpg?v=1778790825,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.44PM_2.jpg?v=1778790825,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.44PM.jpg?v=1778790825,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.45PM_1.jpg?v=1778790825,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.45PM_2.jpg?v=1778790825,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
